n,1 feature(s),2 feature(s),3 feature(s)
2,0.2525748249475413,0.17207716140071902,0.43927398565897596
4,0.20563421630859374,0.14548091678828984,0.27104551400711285
8,0.18036940313607552,0.12039560402555419,0.17035688127790177
16,0.1699659394054878,0.10215078989664714,0.12229465793918919
32,0.16483624039776384,0.09138450301995799,0.10007476806640625
64,0.16158163888113838,0.08538778981854839,0.08898228236607143
128,0.16004147219967532,0.08224051339285714,0.08343862000125754
256,0.15943816298738533,0.08057107676630434,0.0803668682391827
512,0.15884339158681765,0.07962684394409938,0.07905095632002801
1024,0.15857691271551724,0.079015141039823,0.07835205078125
