n,1 feature(s),2 feature(s),3 feature(s)
2,0.18873065272334583,0.14961597175956023,0.27262502285838736
4,0.18545004789052735,0.13931926988120763,0.21711477125800885
8,0.17780947626948324,0.11961035043555324,0.16177456087536185
16,0.16997694756117027,0.1018229187078666,0.11993752744016616
32,0.1647180123040736,0.0915285032009757,0.09846358743933382
64,0.16159259168811138,0.0853413040783012,0.08744100379313308
128,0.16015309905326375,0.08230571695728817,0.08196471889943291
256,0.15938943072063108,0.08050528234249497,0.07902968013072685
512,0.15902019499002285,0.07962279696976074,0.07759528504852921
1024,0.15880858692589542,0.07914406312225979,0.07688672492416801
